Event Id,Year,Month,Country,Region,State,City,Attack Type,Target,Nation,Gang Name,Weapon,Weapon Type
1.97E+11,1972,2,United Kingdom,Western Europe,Northern Ireland,Belfast,Bombing/Explosion,Terrorists/Non-State Militia,Northern Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,2,West Germany (FRG),Western Europe,Hamburg,Hamburg,Bombing/Explosion,Utilities,Germany,Black September,6,Explosives/Bombs/Dynamite
1.97E+11,1972,2,United Kingdom,Western Europe,England,Aldershot,Bombing/Explosion,Military,Great Britain,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,2,United Kingdom,Western Europe,England,Aldershot,Bombing/Explosion,Private Citizens & Property,Great Britain,Official Irish Republican Army (OIRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,2,India,South Asia,Delhi,New Delhi,Hijacking,Airports & Aircraft,Germany,Palestinians,6,Explosives/Bombs/Dynamite
1.97E+11,1972,2,Spain,Western Europe,Madrid,Madrid,Bombing/Explosion,Journalists & Media,Spain,Catalan Liberation Front (FAC),6,Explosives/Bombs/Dynamite
1.97E+11,1972,2,United Kingdom,Western Europe,Northern Ireland,Lurgan,Assassination,Military,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,2,United Kingdom,Western Europe,Northern Ireland,Newry,Assassination,Police,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,3,United States,North America,Puerto Rico,San Juan,Bombing/Explosion,Business,United States,Secret Cuban Government,6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United States,North America,Puerto Rico,San Juan,Bombing/Explosion,Business,United States,Secret Cuban Government,6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United States,North America,New York,New York City,Bombing/Explosion,Business,United States,Secret Cuban Government,6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Frevagh,Assassination,Military,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,3,Spain,Western Europe,Unknown,Unknown,Bombing/Explosion,Military,Spain,Catalan Liberation Front (FAC),6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,3,Spain,Western Europe,Madrid,Madrid,Bombing/Explosion,Business,Spain,Catalan Liberation Front (FAC),6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,Spain,Western Europe,Madrid,Madrid,Bombing/Explosion,Transportation,Spain,Catalan Liberation Front (FAC),6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,Spain,Western Europe,Madrid,Madrid,Facility/Infrastructure Attack,Business,Spain,Catalan Liberation Front (FAC),8,Incendiary
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Belfast,Bombing/Explosion,Business,Northern Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Belfast,Bombing/Explosion,Business,Northern Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Londonderry,Assassination,Military,Northern Ireland,Official Irish Republican Army (OIRA),5,Firearms
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Belfast,Bombing/Explosion,Private Citizens & Property,Northern Ireland,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Londonderry,Bombing/Explosion,Business,Northern Ireland,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Middletown,Assassination,Military,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,3,United States,North America,New York,New York City,Facility/Infrastructure Attack,Private Citizens & Property,United States,Jewish Armed Resistance,8,Incendiary
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Official Irish Republican Army (OIRA),5,Firearms
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Coalisland,Assassination,Police,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Belfast,Bombing/Explosion,Military,Great Britain,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Lurgan,Bombing/Explosion,Private Citizens & Property,Northern Ireland,Irish Republican Extremists,6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United States,North America,New York,New York City,Hostage Taking (Barricade Incident),Business,United States,Black Liberation Army,5,Firearms
1.97E+11,1972,3,Spain,Western Europe,Barcelona,Gava,Facility/Infrastructure Attack,Military,Spain,Catalan Liberation Front (FAC),8,Incendiary
1.97E+11,1972,3,Spain,Western Europe,Biscay,Urguizo,Armed Assault,Business,Spain,Basque Fatherland and Freedom (ETA),5,Firearms
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Belfast,Bombing/Explosion,Private Citizens & Property,Northern Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Londonderry,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,3,Argentina,South America,Buenos Aires,Buenos Aires,Hostage Taking (Kidnapping),Business,Italy,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),13,Unknown
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Belfast,Armed Assault,Military,Great Britain,Irish Republican Army (IRA),8,Incendiary
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Belfast,Armed Assault,Terrorists/Non-State Militia,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,3,Turkey,Middle East & North Africa,Ordu,Unye,Hostage Taking (Kidnapping),Military,International,Turkish People's Liberation Army,13,Unknown
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Terrorists/Non-State Militia,Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms
1.97E+11,1972,3,Philippines,Southeast Asia,Pampanga,Mabalacat City,Armed Assault,Military,United States,Unknown,5,Firearms
1.97E+11,1972,3,Philippines,Southeast Asia,Isabela,Unknown,Armed Assault,Military,United States,Unknown,5,Firearms
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Ballykelly,Bombing/Explosion,Police,Northern Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,Sweden,Western Europe,Stockholm,Stockholm,Bombing/Explosion,Tourists,Yugoslavia,Croatian Nationalists,6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United States,North America,Florida,Miami,Bombing/Explosion,Private Citizens & Property,Soviet Union,Young Cuba,6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,Belfast,Bombing/Explosion,Military,Great Britain,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,3,United Kingdom,Western Europe,Northern Ireland,"Andersontown, Belfast",Armed Assault,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,4,Canada,North America,,Ottawa,Bombing/Explosion,Government (Diplomatic),Cuba,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,4,Canada,North America,,Montreal,Bombing/Explosion,Government (General),Cuba,Young Cuba,6,Explosives/Bombs/Dynamite
1.97E+11,1972,4,United States,North America,California,Los Angeles,Bombing/Explosion,Private Citizens & Property,Soviet Union,Jewish Defense League (JDL),6,Explosives/Bombs/Dynamite
1.97E+11,1972,4,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,4,Argentina,South America,Santa Fe,Rosario,Assassination,Military,Argentina,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),5,Firearms
1.97E+11,1972,4,United Kingdom,Western Europe,Northern Ireland,Rosemount,Bombing/Explosion,Military,Great Britain,Official Irish Republican Army (OIRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,4,West Germany (FRG),Western Europe,Berlin,West Berlin,Armed Assault,Military,United States,Unknown,8,Incendiary
1.97E+11,1972,4,West Germany (FRG),Western Europe,Unknown,Unknown,Facility/Infrastructure Attack,Military,United States,Unknown,8,Incendiary
1.97E+11,1972,4,Spain,Western Europe,Barcelona,Talamanca,Bombing/Explosion,Private Citizens & Property,Spain,Catalan Liberation Front (FAC),6,Explosives/Bombs/Dynamite
1.97E+11,1972,4,United Kingdom,Western Europe,Northern Ireland,Ballymoney,Bombing/Explosion,Private Citizens & Property,Northern Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,4,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Official Irish Republican Army (OIRA),5,Firearms
1.97E+11,1972,4,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms
1.97E+11,1972,4,United Kingdom,Western Europe,Northern Ireland,Londonderry,Assassination,Military,Great Britain,Official Irish Republican Army (OIRA),5,Firearms
1.97E+11,1972,4,United Kingdom,Western Europe,Northern Ireland,Londonderry,Armed Assault,Military,Great Britain,Official Irish Republican Army (OIRA),5,Firearms
1.97E+11,1972,4,United States,North America,California,Bellflower,Bombing/Explosion,Business,United States,Jewish Defense League (JDL),6,Explosives/Bombs/Dynamite
1.97E+11,1972,4,United Kingdom,Western Europe,Northern Ireland,Newtownhamilton,Hostage Taking (Kidnapping),Military,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,4,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,4,Iran,Middle East & North Africa,Tehran,tehran,Armed Assault,Military,Iran,Unknown,8,Incendiary
1.97E+11,1972,4,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1972,4,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,4,West Germany (FRG),Western Europe,Berlin,West Berlin,Bombing/Explosion,Military,United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,4,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Carrickfergus,Bombing/Explosion,Business,Northern Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Spain,Western Europe,Gipuzcoa,Isasondo,Assassination,Business,Spain,Basque Fatherland and Freedom (ETA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Turkey,Middle East & North Africa,Istanbul,Istanbul,Bombing/Explosion,Private Citizens & Property,Turkey,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Turkey,Middle East & North Africa,Istanbul,Istanbul,Bombing/Explosion,Private Citizens & Property,Turkey,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Spain,Western Europe,Barcelona,Tarrasa,Bombing/Explosion,Government (General),Spain,Catalan Liberation Front (FAC),6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Sweden,Western Europe,Stockholm,Stockholm,Bombing/Explosion,Government (General),Turkey,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Turkey,Middle East & North Africa,Ankara,Ankara,Bombing/Explosion,Government (General),United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Turkey,Middle East & North Africa,Ankara,Ankara,Hijacking,Airports & Aircraft,Turkey,Turkish Leftists,13,Unknown
1.97E+11,1972,5,Turkey,Middle East & North Africa,Ankara,Ankara,Assassination,Military,Turkey,Unknown,5,Firearms
1.97E+11,1972,5,West Germany (FRG),Western Europe,Berlin,West Berlin,Bombing/Explosion,Government (Diplomatic),Turkey,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,9,Melee
1.97E+11,1972,3,Italy,Western Europe,Lombardy,Milan,Bombing/Explosion,Utilities,Italy,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Turkey,Middle East & North Africa,Ankara,Ankara,Bombing/Explosion,Business,Turkey,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Austria,Western Europe,Vienna,Vienna,Hijacking,Airports & Aircraft,Austria,Black September,5,Firearms
1.97E+11,1972,5,United States,North America,California,San Jose,Facility/Infrastructure Attack,Military,United States,Unknown,8,Incendiary
1.97E+11,1972,5,United States,North America,California,San Jose,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,8,Incendiary
1.97E+11,1972,5,West Germany (FRG),Western Europe,Hesse,Frankfurt,Bombing/Explosion,Military,United States,Baader-Meinhof Group,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,5,Argentina,South America,Buenos Aires,Buenos Aires,Bombing/Explosion,Business,United States,Comite Argentino de Lucha Anti-Imperialisto,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Argentina,South America,Buenos Aires,Buenos Aires,Bombing/Explosion,Business,United States,Comite Argentino de Lucha Anti-Imperialisto,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Argentina,South America,Buenos Aires,Buenos Aires,Bombing/Explosion,Business,United States,Comite Argentino de Lucha Anti-Imperialisto,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Argentina,South America,Buenos Aires,Buenos Aires,Bombing/Explosion,Business,United States,Comite Argentino de Lucha Anti-Imperialisto,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,West Germany (FRG),Western Europe,Bavaria,Munich,Bombing/Explosion,Police,Germany,Baader-Meinhof Group,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,"Ballymurphy, Belfast",Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,"Ballymurphy, Belfast",Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,"Ballymurphy, Belfast",Bombing/Explosion,Private Citizens & Property,Northern Ireland,Protestant extremists,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,"Ballymurphy, Belfast",Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1972,5,West Germany (FRG),Western Europe,Baden-Wurttemberg,Karlsruhe,Assassination,Government (General),Germany,Baader-Meinhof Group,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,5,United States,North America,New York,New York City,Bombing/Explosion,Military,United States,Left-Wing Militants,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United States,North America,California,Menlo Park,Bombing/Explosion,Business,United States,Left-Wing Militants,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Greenisland,Assassination,Private Citizens & Property,Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Crossmaglen,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,5,Spain,Western Europe,Barcelona,Tarrasa,Bombing/Explosion,Utilities,Spain,Catalan Liberation Front (FAC),6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Spain,Western Europe,Barcelona,Barcelona,Bombing/Explosion,Private Citizens & Property,Spain,Catalan Liberation Front (FAC),6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,West Germany (FRG),Western Europe,Hamburg,Hamburg,Bombing/Explosion,Journalists & Media,Germany,Baader-Meinhof Group,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United States,North America,District of Columbia,Washington,Bombing/Explosion,Government (General),United States,"Weather Underground, Weathermen",6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,5,United States,North America,California,Placentia,Facility/Infrastructure Attack,Educational Institution,United States,Chicano Liberation Front,8,Incendiary
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Unknown,Assassination,Military,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,5,United States,North America,Puerto Rico,Dorado,Bombing/Explosion,Business,United States,Puerto Rican Nationalists,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United States,North America,New York,Jericho,Bombing/Explosion,Private Citizens & Property,United States,Jewish Defense League (JDL),6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Londonderry,Assassination,Military,Great Britain,Official Irish Republican Army (OIRA),5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Unknown,Assassination,Police,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,"Ballymurphy, Belfast",Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Finaghy,Assassination,Private Citizens & Property,Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms
1.97E+11,1972,5,United States,North America,New York,Jericho,Facility/Infrastructure Attack,Private Citizens & Property,United States,Jewish Defense League (JDL),13,Unknown
1.97E+11,1972,5,West Germany (FRG),Western Europe,Baden-Wurttemberg,Heidelberg,Bombing/Explosion,Military,United States,Baader-Meinhof Group,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,France,Western Europe,Paris,Paris,Bombing/Explosion,Government (Diplomatic),United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,France,Western Europe,Paris,Paris,Bombing/Explosion,Airports & Aircraft,United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,France,Western Europe,Paris,Paris,Bombing/Explosion,Business,United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,France,Western Europe,Paris,Paris,Bombing/Explosion,Airports & Aircraft,United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Iran,Middle East & North Africa,Tehran,tehran,Bombing/Explosion,Government (Diplomatic),Iran,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Bombing/Explosion,Private Citizens & Property,Northern Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United States,North America,New Jersey,Jersey City,Assassination,Violent Political Party,United States,Unknown,5,Firearms
1.97E+11,1972,5,Argentina,South America,Buenos Aires,Ciudadela,Armed Assault,Military,Argentina,Unknown,5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Police,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,5,United States,North America,New York,New York City,Bombing/Explosion,Educational Institution,United States,Student Radicals,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Bombing/Explosion,Terrorists/Non-State Militia,Northern Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Ulster Volunteer Force (UVF),5,Firearms
1.97E+11,1972,5,Israel,Middle East & North Africa,Central,Lod,Bombing/Explosion,Airports & Aircraft,Israel,Japanese Red Army (JRA),5,Firearms
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,Belfast,Bombing/Explosion,Military,Great Britain,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,United Kingdom,Western Europe,Northern Ireland,"Andersontown, Belfast",Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,5,Iran,Middle East & North Africa,Tehran,Tehran,Assassination,Military,United States,Mujahedin-e Khalq (MEK),6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Iran,Middle East & North Africa,Tehran,tehran,Bombing/Explosion,Business,United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Iran,Middle East & North Africa,Tehran,Tehran,Bombing/Explosion,Government (Diplomatic),United States,Mujahedin-e Khalq (MEK),6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Iran,Middle East & North Africa,Tehran,Tehran,Bombing/Explosion,Private Citizens & Property,United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Iran,Middle East & North Africa,Tehran,tehran,Assassination,Government (General),Iran,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Iran,Middle East & North Africa,Tehran,Tehran,Bombing/Explosion,Private Citizens & Property,United States,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,5,Spain,Western Europe,Biscay,Galdacano,Armed Assault,Business,Spain,GAC,5,Firearms
1.97E+11,1972,6,Venezuela,South America,Aragua,La Victoria,Hostage Taking (Kidnapping),Business,Venezuela,Red Flag (Venezuela),13,Unknown
1.97E+11,1972,6,United States,North America,Washington,Seattle,Hijacking,Airports & Aircraft,United States,Black Panthers,7,Fake Weapons
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Rosslea,Bombing/Explosion,Military,Great Britain,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Londonderry,Assassination,Military,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Unknown,Bombing/Explosion,Police,Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,6,Argentina,South America,Buenos Aires,Buenos Aires,Bombing/Explosion,Business,United States,Montoneros (Argentina),6,Explosives/Bombs/Dynamite
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,Ireland,Western Europe,Dublin,Dublin,Bombing/Explosion,Government (Diplomatic),Germany,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Londonderry,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,United States,North America,Puerto Rico,San Juan,Bombing/Explosion,Business,United States,National Front for the Liberation of Cuba (FLNC),6,Explosives/Bombs/Dynamite
1.97E+11,1972,6,West Germany (FRG),Western Europe,Bavaria,Munich,Bombing/Explosion,Government (Diplomatic),Yugoslavia,Croatian Nationalists,6,Explosives/Bombs/Dynamite
1.97E+11,1972,6,South Vietnam,Southeast Asia,,Pleiku,Bombing/Explosion,Airports & Aircraft,Hong Kong,Unknown,6,Explosives/Bombs/Dynamite
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Craigavon,Bombing/Explosion,Military,Great Britain,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,6,United States,North America,California,San Diego,Bombing/Explosion,Business,United States,Secret Army Organization,6,Explosives/Bombs/Dynamite
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Terrorists/Non-State Militia,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,Philippines,Southeast Asia,Pampanga,Angeles,Armed Assault,Military,United States,Unknown,5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Londonderry,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Protestant extremists,5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Dungiven,Bombing/Explosion,Military,Northern Ireland,Irish Republican Army (IRA),6,Explosives/Bombs/Dynamite
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Terrorists/Non-State Militia,Northern Ireland,Ulster Freedom Fighters (UFF),5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Newry,Assassination,Police,Northern Ireland,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Londonderry,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Military,Great Britain,Irish Republican Army (IRA),5,Firearms
1.97E+11,1972,6,United Kingdom,Western Europe,Northern Ireland,Belfast,Assassination,Private Citizens & Property,Northern Ireland,Irish Republican Extremists,5,Firearms
